,Unnamed: 0,image_path,description,occasion
306,306,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/96.jpg,a red jacket hanging on a wall,General
307,307,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/324.jpg,a suit hanging on a wooden door,General
308,308,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/335.jpg,a grey blazer jacket hanging on a wall,General
309,309,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/352.jpg,a suit hanging on a hanger,General
310,310,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/280.jpg,a suit hanging on a hanger in a closet,General
311,311,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/418.jpg,a suit hanging on a wall,General
312,312,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/140.jpg,a peach colored blazer jacket with a white button,General
313,313,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/304.jpg,a suit and a suit hang on a hanger,General
314,314,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/175.jpg,a suit hanging on a hanger,General
315,315,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/95.jpg,a suit hanging on a wooden door,General
316,316,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/259.jpg,a black suit sitting on top of a bed,General
317,317,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/24.jpg,a suit hanging on a wall,General
318,318,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/187.jpg,a navy blazer jacket hanging on a wall,General
319,319,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/503.jpg,a blue jacket hanging on a wall,General
320,320,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/62.jpg,a black blazer jacket with a gold button,General
321,321,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/39.jpg,a tan colored jacket,General
322,322,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/370.jpg,a black suit hanging on a wall,General
323,323,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/79.jpg,a pink blazer jacket hanging on a hanger,General
324,324,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/292.jpg,a black jacket hanging on a wall,General
325,325,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/502.jpg,a suit on a mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann,General
326,326,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/154.jpg,a brown and white pinstriped suit,General
327,327,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/142.jpg,a blue jacket hanging on a wall,General
328,328,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/139.jpg,a suit hanging on a wall,General
329,329,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/53.jpg,a navy blazer jacket hanging on a wall,General
330,330,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/275.jpg,a suit hanging on a wall,General
331,331,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/246.jpg,a suit hanging on a brick wall,General
332,332,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/452.jpg,a suit and tie on display in a store,General
333,333,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/494.jpg,a suit hanging on a hanger,General
334,334,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/221.jpg,a black suit on a mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann,General
335,335,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/430.jpg,a gray jacket hanging on a wall,General
336,336,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/133.jpg,a black blazer jacket hanging on a wall,General
337,337,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/58.jpg,a black and white striped blazer jacket,General
338,338,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/386.jpg,a blue suit hanging on a wall,General
339,339,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/317.jpg,a black blazer jacket hanging on a hanger,General
340,340,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/270.jpg,a black leather jacket hanging on a wall,General
341,341,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/207.jpg,a black suit hanging on a wooden hanger,General
342,342,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/417.jpg,a blue suit with a black shirt and a black shirt,General
343,343,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/383.jpg,a black jacket hanging on a wall,General
344,344,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/484.jpg,a grey suit with a white stripe pattern,General
345,345,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/298.jpg,a black suit hanging on a wall,General
346,346,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/68.jpg,a red blazer jacket on a wooden floor,General
347,347,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/166.jpg,a black jacket hanging on a wall,General
348,348,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/245.jpg,a black blazer jacket hanging on a wall,General
349,349,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/257.jpg,a suit hanging on a wooden wall,General
350,350,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/374.jpg,a black suit hanging on a clothes rack,General
351,351,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/358.jpg,a jacket hanging on a wooden floor,General
352,352,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/179.jpg,a black blazer jacket hanging on a wooden wall,General
353,353,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/98.jpg,a suit with a button on the back,General
354,354,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/325.jpg,a black jacket hanging on a wall,General
355,355,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/176.jpg,a black blazer jacket hanging on a door,General
356,356,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/279.jpg,a brown jacket hanging on a wall,General
357,357,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/76.jpg,a black suit sitting on a wooden floor,General
358,358,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/361.jpg,a blue suit with a blue shirt and tie,General
359,359,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/296.jpg,a suit is hanging on a wall,General
360,360,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/266.jpg,a suit hanging on a wall,General
361,361,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/83.jpg,a black suit with a white shirt and black pants,General
362,362,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/431.jpg,a suit hanging on a door,General
363,363,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/265.jpg,a grey and white striped suit with a black and white stripe pattern,General
364,364,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/148.jpg,a brown blazer jacket hanging on a wall,General
365,365,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/264.jpg,a black suit hanging on a white wall,General
366,366,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/453.jpg,a black suit with a white shirt and a black jacket,General
367,367,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/485.jpg,a black suit hanging on a white wall,General
368,368,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/127.jpg,a black blazer jacket hanging on a hanger,General
369,369,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/282.jpg,a suit on a mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann,General
370,370,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/421.jpg,a blue suit hanging on a wooden wall,General
371,371,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/346.jpg,a black suit hanging on a wall,General
372,372,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/440.jpg,a blue suit on a wooden stand,General
373,373,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/194.jpg,a black jacket hanging on a wall,General
374,374,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/267.jpg,a blue jacket with a black lapel,General
375,375,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/22.jpg,a brown jacket hanging on a white door,General
376,376,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/336.jpg,a black blazer jacket hanging on a door,General
377,377,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/106.jpg,a pink jacket hanging on a wooden door,General
378,378,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/36.jpg,a black jacket hanging on a wall,General
379,379,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/366.jpg,a black suit on a fur rug,General
380,380,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/360.jpg,a black jacket with a zipper on the back,General
381,381,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/405.jpg,a blue jacket hanging on a window,General
382,382,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/379.jpg,a black blazer jacket hanging on a wall,General
383,383,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/381.jpg,a black suit with a black tie and a black shirt,General
384,384,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/504.jpg,two suits hanging on a wooden wall,General
385,385,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/156.jpg,a suit with a white shirt and a pink background,General
386,386,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/85.jpg,a black jacket hanging on a wall,General
387,387,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/409.jpg,a black suit on a hanger,General
388,388,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/88.jpg,a suit on a mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann,General
389,389,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/272.jpg,a black blazer jacket on a pink rug,General
390,390,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/158.jpg,a grey suit hanging on a wooden wall,General
391,391,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/471.jpg,a suit hanging on a door,General
392,392,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/63.jpg,a black suit hanging on a hanger,General
393,393,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/353.jpg,a black suit with pins and pins,General
394,394,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/197.jpg,a black jacket hanging on a window,General
395,395,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/193.jpg,a black suit hanging on a white wall,General
396,396,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/351.jpg,a blue suit hanging on a wall,General
397,397,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/481.jpg,a suit hanging on a hanger,General
398,398,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/371.jpg,a suit on a hanger,General
399,399,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/328.jpg,a suit hanging on a wall,General
400,400,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/318.jpg,a black jacket with a white button on the back,General
401,401,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/55.jpg,a navy blazer jacket hanging on a hanger,General
402,402,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/45.jpg,a grey jacket with pink lining on the collar,Formal
403,403,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/35.jpg,a brown jacket hanging on a wall,General
404,404,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/394.jpg,a suit hanging on a wooden door,General
405,405,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/201.jpg,a black and white striped blazer jacket,General
406,406,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/73.jpg,a black suit hanging on a wooden wall,General
407,407,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/126.jpg,a black suit hanging on a wooden door,General
408,408,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/505.jpg,a suit with a blue jacket and white shirt,General
409,409,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/4.jpg,a black jacket with a white collar and a black shirt,Formal
410,410,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/242.jpg,a suit hanging on a wooden door,General
411,411,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/26.jpg,a black jacket with a tie on it,General
412,412,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/429.jpg,a suit and tie on a carpet,General
413,413,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/183.jpg,a black suit hanging on a wooden wall,General
414,414,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/437.jpg,a suit hanging on a wall,General
415,415,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/289.jpg,a suit hanging on a hanger,General
416,416,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/263.jpg,a black suit hanging on a white wall,General
417,417,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/130.jpg,a blue blazer jacket hanging on a rack,General
418,418,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/19.jpg,a black jacket hanging on a green wall,General
419,419,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/399.jpg,a black blazer jacket hanging on a wall,General
420,420,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/329.jpg,a black suit on a wooden floor,General
421,421,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/77.jpg,a navy blazer jacket hanging on a wall,General
422,422,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/483.jpg,a suit on a mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann,General
423,423,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/274.jpg,a grey suit hanging on a white shelf,General
424,424,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/118.jpg,a black jacket hanging on a hanger,General
425,425,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/301.jpg,a green jacket hanging on a wooden wall,General
426,426,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/190.jpg,a suit hanging on a hanger,General
427,427,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/50.jpg,a black blazer jacket hanging on a wall,General
428,428,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/385.jpg,a black suit with a black tie and a black shirt,General
429,429,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/141.jpg,a suit hanging on a hanger,General
430,430,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/60.jpg,a black suit hanging on a brick wall,General
431,431,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/25.jpg,a suit hanging on a wall,General
432,432,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/97.jpg,a suit hanging on a wooden door,General
433,433,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/480.jpg,a suit is sitting on a table,General
434,434,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/354.jpg,a black jacket on a bed,General
435,435,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/230.jpg,a black suit with a blue tie and a white shirt,General
436,436,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/182.jpg,a black blazer jacket hanging on a wall,General
437,437,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/219.jpg,a grey jacket hanging on a wall,General
438,438,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/368.jpg,a suit on a mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann,General
439,439,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/297.jpg,a suit on a wooden floor,General
440,440,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/113.jpg,a blue jacket with a white shirt and blue pants,General
441,441,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/305.jpg,a grey suit hanging on a wall,General
442,442,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/271.jpg,a suit hanging on a hanger,General
443,443,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/203.jpg,a suit hanging on a wall in a room,General
444,444,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/20.jpg,a suit hanging on a hanger next to a coat rack,General
445,445,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/462.jpg,a man wearing a grey suit with a black shirt,General
446,446,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/288.jpg,a suit hanging on a wall,General
447,447,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/165.jpg,a black suit hanging on a wall,General
448,448,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/331.jpg,a black suit hanging on a wall,General
449,449,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/450.jpg,a black jacket on a mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann,General
450,450,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/277.jpg,a black jacket with a white label on it,General
451,451,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/132.jpg,a black jacket hanging on a green wall,General
452,452,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/184.jpg,a beige jacket on a wooden floor,General
453,453,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/306.jpg,a blue suit hanging on a wall,General
454,454,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/493.jpg,a blue suit hanging on a wall,General
455,455,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/390.jpg,a black jacket hanging on a wall,General
456,456,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/27.jpg,a black suit hanging on a wall,General
457,457,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/499.jpg,a suit and tie are laying on a bed,General
458,458,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/205.jpg,a black blazer jacket with a white collar,Formal
459,459,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/355.jpg,a blue suit hanging on a hanger,General
460,460,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/486.jpg,a black suit hanging on a wall,General
461,461,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/65.jpg,a suit hanging on a wall next to a pair of shoes,General
462,462,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/269.jpg,a black suit with a black shirt and a black tie,General
463,463,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/388.jpg,a black suit hanging on a metal rack,General
464,464,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/226.jpg,a grey jacket hanging on a hanger,General
465,465,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/123.jpg,a black suit hanging on a hanger,General
466,466,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/223.jpg,a grey jacket hanging on a wall,General
467,467,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/423.jpg,a brown suit hanging on a wall,General
468,468,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/212.jpg,a suit hanging on a wooden wall,General
469,469,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/23.jpg,a black jacket with a floral pattern on it,General
470,470,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/488.jpg,a suit hanging on a wall next to a vase,General
471,471,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/200.jpg,a green blazer jacket hanging on a wall,General
472,472,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/69.jpg,a black jacket with a blue tie on a wooden background,General
473,473,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/7.jpg,a white jacket hanging on a wall,General
474,474,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/466.jpg,a suit hanging on a hanger,General
475,475,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/420.jpg,a blue suit hanging on a wall,General
476,476,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/404.jpg,a beige jacket hanging on a wooden wall,General
477,477,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/495.jpg,a black blazer jacket with a blue button,General
478,478,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/322.jpg,a black suit hanging on a wall,General
479,479,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/171.jpg,a grey blazer jacket hanging on a wall,General
480,480,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/37.jpg,a black jacket with a white shirt and a white shirt,General
481,481,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/367.jpg,a brown and black jacket hanging on a wall,General
482,482,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/402.jpg,a black suit with a black tie and a white shirt,General
483,483,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/122.jpg,a suit on a mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann mann,General
484,484,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/412.jpg,a suit hanging on a wooden hanger,General
485,485,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/121.jpg,a pink jacket hanging on a wall,General
486,486,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/312.jpg,a black suit hanging on a hanger,General
487,487,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/439.jpg,a suit hanging on a hanger,General
488,488,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Jacket/252.jpg,a grey suit hanging on a hanger,General
